,Iteration,Norm,Time,cache_policy,cache_size,data_type,is_zfp,matrix_name,zfp_rate
0,0,0.0,0.0,DEFAULT,0,double,False,A0,4
1,1,0.0,0.0,DEFAULT,0,double,False,A0,4
2,2,0.0,0.0,DEFAULT,0,double,False,A0,4
3,3,0.0,0.0,DEFAULT,0,double,False,A0,4
4,4,0.0,0.0,DEFAULT,0,double,False,A0,4
5,0,0.0,0.0,DEFAULT,0,double,True,A0,4
6,1,0.0,0.0,DEFAULT,0,double,True,A0,4
7,2,0.0,0.01,DEFAULT,0,double,True,A0,4
8,3,0.0,0.0,DEFAULT,0,double,True,A0,4
9,4,0.0,0.0,DEFAULT,0,double,True,A0,4
10,0,0.0,0.0,DEFAULT,1024,double,False,A0,4
11,1,0.0,0.0,DEFAULT,1024,double,False,A0,4
12,2,0.0,0.0,DEFAULT,1024,double,False,A0,4
13,3,0.0,0.0,DEFAULT,1024,double,False,A0,4
14,4,0.0,0.0,DEFAULT,1024,double,False,A0,4
15,0,0.0,0.0,DEFAULT,1024,double,True,A0,4
16,1,0.0,0.0,DEFAULT,1024,double,True,A0,4
17,2,0.0,0.01,DEFAULT,1024,double,True,A0,4
18,3,0.0,0.0,DEFAULT,1024,double,True,A0,4
19,4,0.0,0.0,DEFAULT,1024,double,True,A0,4
20,0,0.0,0.0,DEFAULT,32768,double,False,A0,4
21,1,0.0,0.0,DEFAULT,32768,double,False,A0,4
22,2,0.0,0.0,DEFAULT,32768,double,False,A0,4
23,3,0.0,0.0,DEFAULT,32768,double,False,A0,4
24,4,0.0,0.0,DEFAULT,32768,double,False,A0,4
25,0,0.0,0.01,DEFAULT,32768,double,True,A0,4
26,1,0.0,0.0,DEFAULT,32768,double,True,A0,4
27,2,0.0,0.0,DEFAULT,32768,double,True,A0,4
28,3,0.0,0.01,DEFAULT,32768,double,True,A0,4
29,4,0.0,0.0,DEFAULT,32768,double,True,A0,4
30,0,0.0,0.0,DEFAULT,1048576,double,False,A0,4
31,1,0.0,0.0,DEFAULT,1048576,double,False,A0,4
32,2,0.0,0.0,DEFAULT,1048576,double,False,A0,4
33,3,0.0,0.0,DEFAULT,1048576,double,False,A0,4
34,4,0.0,0.0,DEFAULT,1048576,double,False,A0,4
35,0,0.0,0.0,DEFAULT,1048576,double,True,A0,4
36,1,0.0,0.0,DEFAULT,1048576,double,True,A0,4
37,2,0.0,0.0,DEFAULT,1048576,double,True,A0,4
38,3,0.0,0.0,DEFAULT,1048576,double,True,A0,4
39,4,0.0,0.0,DEFAULT,1048576,double,True,A0,4
40,0,0.0,0.0,DEFAULT,0,double,False,A0,8
41,1,0.0,0.0,DEFAULT,0,double,False,A0,8
42,2,0.0,0.0,DEFAULT,0,double,False,A0,8
43,3,0.0,0.0,DEFAULT,0,double,False,A0,8
44,4,0.0,0.0,DEFAULT,0,double,False,A0,8
45,0,0.0,0.01,DEFAULT,0,double,True,A0,8
46,1,0.0,0.0,DEFAULT,0,double,True,A0,8
47,2,0.0,0.0,DEFAULT,0,double,True,A0,8
48,3,0.0,0.01,DEFAULT,0,double,True,A0,8
49,4,0.0,0.0,DEFAULT,0,double,True,A0,8
50,0,0.0,0.0,DEFAULT,1024,double,False,A0,8
51,1,0.0,0.0,DEFAULT,1024,double,False,A0,8
52,2,0.0,0.0,DEFAULT,1024,double,False,A0,8
53,3,0.0,0.0,DEFAULT,1024,double,False,A0,8
54,4,0.0,0.0,DEFAULT,1024,double,False,A0,8
55,0,0.0,0.0,DEFAULT,1024,double,True,A0,8
56,1,0.0,0.0,DEFAULT,1024,double,True,A0,8
57,2,0.0,0.01,DEFAULT,1024,double,True,A0,8
58,3,0.0,0.0,DEFAULT,1024,double,True,A0,8
59,4,0.0,0.0,DEFAULT,1024,double,True,A0,8
60,0,0.0,0.0,DEFAULT,32768,double,False,A0,8
61,1,0.0,0.0,DEFAULT,32768,double,False,A0,8
62,2,0.0,0.0,DEFAULT,32768,double,False,A0,8
63,3,0.0,0.0,DEFAULT,32768,double,False,A0,8
64,4,0.0,0.0,DEFAULT,32768,double,False,A0,8
65,0,0.0,0.01,DEFAULT,32768,double,True,A0,8
66,1,0.0,0.0,DEFAULT,32768,double,True,A0,8
67,2,0.0,0.0,DEFAULT,32768,double,True,A0,8
68,3,0.0,0.01,DEFAULT,32768,double,True,A0,8
69,4,0.0,0.0,DEFAULT,32768,double,True,A0,8
70,0,0.0,0.0,DEFAULT,1048576,double,False,A0,8
71,1,0.0,0.0,DEFAULT,1048576,double,False,A0,8
72,2,0.0,0.0,DEFAULT,1048576,double,False,A0,8
73,3,0.0,0.0,DEFAULT,1048576,double,False,A0,8
74,4,0.0,0.0,DEFAULT,1048576,double,False,A0,8
75,0,0.0,0.0,DEFAULT,1048576,double,True,A0,8
76,1,0.0,0.0,DEFAULT,1048576,double,True,A0,8
77,2,0.0,0.0,DEFAULT,1048576,double,True,A0,8
78,3,0.0,0.0,DEFAULT,1048576,double,True,A0,8
79,4,0.0,0.0,DEFAULT,1048576,double,True,A0,8
80,0,0.0,0.0,DEFAULT,0,double,False,A0,16
81,1,0.0,0.0,DEFAULT,0,double,False,A0,16
82,2,0.0,0.0,DEFAULT,0,double,False,A0,16
83,3,0.0,0.0,DEFAULT,0,double,False,A0,16
84,4,0.0,0.0,DEFAULT,0,double,False,A0,16
85,0,0.0,0.0,DEFAULT,0,double,True,A0,16
86,1,0.0,0.0,DEFAULT,0,double,True,A0,16
87,2,0.0,0.01,DEFAULT,0,double,True,A0,16
88,3,0.0,0.0,DEFAULT,0,double,True,A0,16
89,4,0.0,0.0,DEFAULT,0,double,True,A0,16
90,0,0.0,0.0,DEFAULT,1024,double,False,A0,16
91,1,0.0,0.0,DEFAULT,1024,double,False,A0,16
92,2,0.0,0.0,DEFAULT,1024,double,False,A0,16
93,3,0.0,0.0,DEFAULT,1024,double,False,A0,16
94,4,0.0,0.0,DEFAULT,1024,double,False,A0,16
95,0,0.0,0.01,DEFAULT,1024,double,True,A0,16
96,1,0.0,0.0,DEFAULT,1024,double,True,A0,16
97,2,0.0,0.0,DEFAULT,1024,double,True,A0,16
98,3,0.0,0.01,DEFAULT,1024,double,True,A0,16
99,4,0.0,0.0,DEFAULT,1024,double,True,A0,16
100,0,0.0,0.0,DEFAULT,32768,double,False,A0,16
101,1,0.0,0.0,DEFAULT,32768,double,False,A0,16
102,2,0.0,0.0,DEFAULT,32768,double,False,A0,16
103,3,0.0,0.0,DEFAULT,32768,double,False,A0,16
104,4,0.0,0.0,DEFAULT,32768,double,False,A0,16
105,0,0.0,0.0,DEFAULT,32768,double,True,A0,16
106,1,0.0,0.0,DEFAULT,32768,double,True,A0,16
107,2,0.0,0.01,DEFAULT,32768,double,True,A0,16
108,3,0.0,0.0,DEFAULT,32768,double,True,A0,16
109,4,0.0,0.0,DEFAULT,32768,double,True,A0,16
110,0,0.0,0.0,DEFAULT,1048576,double,False,A0,16
111,1,0.0,0.0,DEFAULT,1048576,double,False,A0,16
112,2,0.0,0.0,DEFAULT,1048576,double,False,A0,16
113,3,0.0,0.0,DEFAULT,1048576,double,False,A0,16
114,4,0.0,0.0,DEFAULT,1048576,double,False,A0,16
115,0,0.0,0.0,DEFAULT,1048576,double,True,A0,16
116,1,0.0,0.0,DEFAULT,1048576,double,True,A0,16
117,2,0.0,0.0,DEFAULT,1048576,double,True,A0,16
118,3,0.0,0.0,DEFAULT,1048576,double,True,A0,16
119,4,0.0,0.0,DEFAULT,1048576,double,True,A0,16
120,0,0.0,0.0,DEFAULT,0,double,False,A0,32
121,1,0.0,0.0,DEFAULT,0,double,False,A0,32
122,2,0.0,0.0,DEFAULT,0,double,False,A0,32
123,3,0.0,0.0,DEFAULT,0,double,False,A0,32
124,4,0.0,0.0,DEFAULT,0,double,False,A0,32
125,0,0.0,0.01,DEFAULT,0,double,True,A0,32
126,1,0.0,0.0,DEFAULT,0,double,True,A0,32
127,2,0.0,0.01,DEFAULT,0,double,True,A0,32
128,3,0.0,0.01,DEFAULT,0,double,True,A0,32
129,4,0.0,0.0,DEFAULT,0,double,True,A0,32
130,0,0.0,0.0,DEFAULT,1024,double,False,A0,32
131,1,0.0,0.0,DEFAULT,1024,double,False,A0,32
132,2,0.0,0.0,DEFAULT,1024,double,False,A0,32
133,3,0.0,0.0,DEFAULT,1024,double,False,A0,32
134,4,0.0,0.0,DEFAULT,1024,double,False,A0,32
135,0,0.0,0.01,DEFAULT,1024,double,True,A0,32
136,1,0.0,0.0,DEFAULT,1024,double,True,A0,32
137,2,0.0,0.01,DEFAULT,1024,double,True,A0,32
138,3,0.0,0.01,DEFAULT,1024,double,True,A0,32
139,4,0.0,0.0,DEFAULT,1024,double,True,A0,32
140,0,0.0,0.0,DEFAULT,32768,double,False,A0,32
141,1,0.0,0.0,DEFAULT,32768,double,False,A0,32
142,2,0.0,0.0,DEFAULT,32768,double,False,A0,32
143,3,0.0,0.0,DEFAULT,32768,double,False,A0,32
144,4,0.0,0.0,DEFAULT,32768,double,False,A0,32
145,0,0.0,0.01,DEFAULT,32768,double,True,A0,32
146,1,0.0,0.0,DEFAULT,32768,double,True,A0,32
147,2,0.0,0.01,DEFAULT,32768,double,True,A0,32
148,3,0.0,0.0,DEFAULT,32768,double,True,A0,32
149,4,0.0,0.01,DEFAULT,32768,double,True,A0,32
150,0,0.0,0.0,DEFAULT,1048576,double,False,A0,32
151,1,0.0,0.0,DEFAULT,1048576,double,False,A0,32
152,2,0.0,0.0,DEFAULT,1048576,double,False,A0,32
153,3,0.0,0.01,DEFAULT,1048576,double,False,A0,32
154,4,0.0,0.0,DEFAULT,1048576,double,False,A0,32
155,0,0.0,0.0,DEFAULT,1048576,double,True,A0,32
156,1,0.0,0.0,DEFAULT,1048576,double,True,A0,32
157,2,0.0,0.0,DEFAULT,1048576,double,True,A0,32
158,3,0.0,0.0,DEFAULT,1048576,double,True,A0,32
159,4,0.0,0.0,DEFAULT,1048576,double,True,A0,32
160,0,0.0,0.0,DEFAULT,0,double,False,A1,4
161,1,0.0,0.0,DEFAULT,0,double,False,A1,4
162,2,0.0,0.0,DEFAULT,0,double,False,A1,4
163,3,0.0,0.0,DEFAULT,0,double,False,A1,4
164,4,0.0,0.0,DEFAULT,0,double,False,A1,4
165,0,0.0,0.0,DEFAULT,0,double,True,A1,4
166,1,0.0,0.0,DEFAULT,0,double,True,A1,4
167,2,0.0,0.0,DEFAULT,0,double,True,A1,4
168,3,0.0,0.0,DEFAULT,0,double,True,A1,4
169,4,0.0,0.01,DEFAULT,0,double,True,A1,4
170,0,0.0,0.0,DEFAULT,1024,double,False,A1,4
171,1,0.0,0.0,DEFAULT,1024,double,False,A1,4
172,2,0.0,0.0,DEFAULT,1024,double,False,A1,4
173,3,0.0,0.0,DEFAULT,1024,double,False,A1,4
174,4,0.0,0.0,DEFAULT,1024,double,False,A1,4
175,0,0.0,0.0,DEFAULT,1024,double,True,A1,4
176,1,0.0,0.0,DEFAULT,1024,double,True,A1,4
177,2,0.0,0.0,DEFAULT,1024,double,True,A1,4
178,3,0.0,0.0,DEFAULT,1024,double,True,A1,4
179,4,0.0,0.01,DEFAULT,1024,double,True,A1,4
180,0,0.0,0.0,DEFAULT,32768,double,False,A1,4
181,1,0.0,0.0,DEFAULT,32768,double,False,A1,4
182,2,0.0,0.0,DEFAULT,32768,double,False,A1,4
183,3,0.0,0.0,DEFAULT,32768,double,False,A1,4
184,4,0.0,0.0,DEFAULT,32768,double,False,A1,4
185,0,0.0,0.0,DEFAULT,32768,double,True,A1,4
186,1,0.0,0.0,DEFAULT,32768,double,True,A1,4
187,2,0.0,0.0,DEFAULT,32768,double,True,A1,4
188,3,0.0,0.0,DEFAULT,32768,double,True,A1,4
189,4,0.0,0.01,DEFAULT,32768,double,True,A1,4
190,0,0.0,0.0,DEFAULT,1048576,double,False,A1,4
191,1,0.0,0.0,DEFAULT,1048576,double,False,A1,4
192,2,0.0,0.0,DEFAULT,1048576,double,False,A1,4
193,3,0.0,0.0,DEFAULT,1048576,double,False,A1,4
194,4,0.0,0.0,DEFAULT,1048576,double,False,A1,4
195,0,0.0,0.0,DEFAULT,1048576,double,True,A1,4
196,1,0.0,0.0,DEFAULT,1048576,double,True,A1,4
197,2,0.0,0.0,DEFAULT,1048576,double,True,A1,4
198,3,0.0,0.0,DEFAULT,1048576,double,True,A1,4
199,4,0.0,0.0,DEFAULT,1048576,double,True,A1,4
200,0,0.0,0.0,DEFAULT,0,double,False,A1,8
201,1,0.0,0.0,DEFAULT,0,double,False,A1,8
202,2,0.0,0.0,DEFAULT,0,double,False,A1,8
203,3,0.0,0.0,DEFAULT,0,double,False,A1,8
204,4,0.0,0.0,DEFAULT,0,double,False,A1,8
205,0,0.0,0.0,DEFAULT,0,double,True,A1,8
206,1,0.0,0.0,DEFAULT,0,double,True,A1,8
207,2,0.0,0.0,DEFAULT,0,double,True,A1,8
208,3,0.0,0.0,DEFAULT,0,double,True,A1,8
209,4,0.0,0.0,DEFAULT,0,double,True,A1,8
210,0,0.0,0.0,DEFAULT,1024,double,False,A1,8
211,1,0.0,0.0,DEFAULT,1024,double,False,A1,8
212,2,0.0,0.0,DEFAULT,1024,double,False,A1,8
213,3,0.0,0.0,DEFAULT,1024,double,False,A1,8
214,4,0.0,0.0,DEFAULT,1024,double,False,A1,8
215,0,0.0,0.0,DEFAULT,1024,double,True,A1,8
216,1,0.0,0.0,DEFAULT,1024,double,True,A1,8
217,2,0.0,0.0,DEFAULT,1024,double,True,A1,8
218,3,0.0,0.0,DEFAULT,1024,double,True,A1,8
219,4,0.0,0.01,DEFAULT,1024,double,True,A1,8
220,0,0.0,0.0,DEFAULT,32768,double,False,A1,8
221,1,0.0,0.0,DEFAULT,32768,double,False,A1,8
222,2,0.0,0.0,DEFAULT,32768,double,False,A1,8
223,3,0.0,0.0,DEFAULT,32768,double,False,A1,8
224,4,0.0,0.0,DEFAULT,32768,double,False,A1,8
225,0,0.0,0.0,DEFAULT,32768,double,True,A1,8
226,1,0.0,0.0,DEFAULT,32768,double,True,A1,8
227,2,0.0,0.0,DEFAULT,32768,double,True,A1,8
228,3,0.0,0.0,DEFAULT,32768,double,True,A1,8
229,4,0.0,0.0,DEFAULT,32768,double,True,A1,8
230,0,0.0,0.0,DEFAULT,1048576,double,False,A1,8
231,1,0.0,0.0,DEFAULT,1048576,double,False,A1,8
232,2,0.0,0.0,DEFAULT,1048576,double,False,A1,8
233,3,0.0,0.0,DEFAULT,1048576,double,False,A1,8
234,4,0.0,0.0,DEFAULT,1048576,double,False,A1,8
235,0,0.0,0.0,DEFAULT,1048576,double,True,A1,8
236,1,0.0,0.0,DEFAULT,1048576,double,True,A1,8
237,2,0.0,0.0,DEFAULT,1048576,double,True,A1,8
238,3,0.0,0.0,DEFAULT,1048576,double,True,A1,8
239,4,0.0,0.0,DEFAULT,1048576,double,True,A1,8
240,0,0.0,0.0,DEFAULT,0,double,False,A1,16
241,1,0.0,0.0,DEFAULT,0,double,False,A1,16
242,2,0.0,0.0,DEFAULT,0,double,False,A1,16
243,3,0.0,0.0,DEFAULT,0,double,False,A1,16
244,4,0.0,0.0,DEFAULT,0,double,False,A1,16
245,0,0.0,0.0,DEFAULT,0,double,True,A1,16
246,1,0.0,0.0,DEFAULT,0,double,True,A1,16
247,2,0.0,0.0,DEFAULT,0,double,True,A1,16
248,3,0.0,0.0,DEFAULT,0,double,True,A1,16
249,4,0.0,0.01,DEFAULT,0,double,True,A1,16
250,0,0.0,0.0,DEFAULT,1024,double,False,A1,16
251,1,0.0,0.0,DEFAULT,1024,double,False,A1,16
252,2,0.0,0.0,DEFAULT,1024,double,False,A1,16
253,3,0.0,0.0,DEFAULT,1024,double,False,A1,16
254,4,0.0,0.0,DEFAULT,1024,double,False,A1,16
255,0,0.0,0.0,DEFAULT,1024,double,True,A1,16
256,1,0.0,0.0,DEFAULT,1024,double,True,A1,16
257,2,0.0,0.0,DEFAULT,1024,double,True,A1,16
258,3,0.0,0.0,DEFAULT,1024,double,True,A1,16
259,4,0.0,0.0,DEFAULT,1024,double,True,A1,16
260,0,0.0,0.0,DEFAULT,32768,double,False,A1,16
261,1,0.0,0.0,DEFAULT,32768,double,False,A1,16
262,2,0.0,0.0,DEFAULT,32768,double,False,A1,16
263,3,0.0,0.0,DEFAULT,32768,double,False,A1,16
264,4,0.0,0.0,DEFAULT,32768,double,False,A1,16
265,0,0.0,0.0,DEFAULT,32768,double,True,A1,16
266,1,0.0,0.0,DEFAULT,32768,double,True,A1,16
267,2,0.0,0.0,DEFAULT,32768,double,True,A1,16
268,3,0.0,0.01,DEFAULT,32768,double,True,A1,16
269,4,0.0,0.0,DEFAULT,32768,double,True,A1,16
270,0,0.0,0.0,DEFAULT,1048576,double,False,A1,16
271,1,0.0,0.0,DEFAULT,1048576,double,False,A1,16
272,2,0.0,0.0,DEFAULT,1048576,double,False,A1,16
273,3,0.0,0.0,DEFAULT,1048576,double,False,A1,16
274,4,0.0,0.0,DEFAULT,1048576,double,False,A1,16
275,0,0.0,0.0,DEFAULT,1048576,double,True,A1,16
276,1,0.0,0.0,DEFAULT,1048576,double,True,A1,16
277,2,0.0,0.0,DEFAULT,1048576,double,True,A1,16
278,3,0.0,0.0,DEFAULT,1048576,double,True,A1,16
279,4,0.0,0.0,DEFAULT,1048576,double,True,A1,16
280,0,0.0,0.0,DEFAULT,0,double,False,A1,32
281,1,0.0,0.0,DEFAULT,0,double,False,A1,32
282,2,0.0,0.0,DEFAULT,0,double,False,A1,32
283,3,0.0,0.0,DEFAULT,0,double,False,A1,32
284,4,0.0,0.0,DEFAULT,0,double,False,A1,32
285,0,0.0,0.0,DEFAULT,0,double,True,A1,32
286,1,0.0,0.01,DEFAULT,0,double,True,A1,32
287,2,0.0,0.0,DEFAULT,0,double,True,A1,32
288,3,0.0,0.0,DEFAULT,0,double,True,A1,32
289,4,0.0,0.0,DEFAULT,0,double,True,A1,32
290,0,0.0,0.0,DEFAULT,1024,double,False,A1,32
291,1,0.0,0.0,DEFAULT,1024,double,False,A1,32
292,2,0.0,0.0,DEFAULT,1024,double,False,A1,32
293,3,0.0,0.0,DEFAULT,1024,double,False,A1,32
294,4,0.0,0.0,DEFAULT,1024,double,False,A1,32
295,0,0.0,0.0,DEFAULT,1024,double,True,A1,32
296,1,0.0,0.01,DEFAULT,1024,double,True,A1,32
297,2,0.0,0.0,DEFAULT,1024,double,True,A1,32
298,3,0.0,0.0,DEFAULT,1024,double,True,A1,32
299,4,0.0,0.0,DEFAULT,1024,double,True,A1,32
300,0,0.0,0.0,DEFAULT,32768,double,False,A1,32
301,1,0.0,0.0,DEFAULT,32768,double,False,A1,32
302,2,0.0,0.0,DEFAULT,32768,double,False,A1,32
303,3,0.0,0.0,DEFAULT,32768,double,False,A1,32
304,4,0.0,0.0,DEFAULT,32768,double,False,A1,32
305,0,0.0,0.0,DEFAULT,32768,double,True,A1,32
306,1,0.0,0.01,DEFAULT,32768,double,True,A1,32
307,2,0.0,0.0,DEFAULT,32768,double,True,A1,32
308,3,0.0,0.0,DEFAULT,32768,double,True,A1,32
309,4,0.0,0.0,DEFAULT,32768,double,True,A1,32
310,0,0.0,0.0,DEFAULT,1048576,double,False,A1,32
311,1,0.0,0.0,DEFAULT,1048576,double,False,A1,32
312,2,0.0,0.0,DEFAULT,1048576,double,False,A1,32
313,3,0.0,0.0,DEFAULT,1048576,double,False,A1,32
314,4,0.0,0.0,DEFAULT,1048576,double,False,A1,32
315,0,0.0,0.0,DEFAULT,1048576,double,True,A1,32
316,1,0.0,0.0,DEFAULT,1048576,double,True,A1,32
317,2,0.0,0.0,DEFAULT,1048576,double,True,A1,32
318,3,0.0,0.0,DEFAULT,1048576,double,True,A1,32
319,4,0.0,0.0,DEFAULT,1048576,double,True,A1,32
320,0,0.0,0.0,DEFAULT,0,double,False,A2,4
321,1,0.0,0.0,DEFAULT,0,double,False,A2,4
322,2,0.0,0.0,DEFAULT,0,double,False,A2,4
323,3,0.0,0.0,DEFAULT,0,double,False,A2,4
324,4,0.0,0.0,DEFAULT,0,double,False,A2,4
325,0,0.0,0.0,DEFAULT,0,double,True,A2,4
326,1,0.0,0.0,DEFAULT,0,double,True,A2,4
327,2,0.0,0.0,DEFAULT,0,double,True,A2,4
328,3,0.0,0.0,DEFAULT,0,double,True,A2,4
329,4,0.0,0.0,DEFAULT,0,double,True,A2,4
330,0,0.0,0.0,DEFAULT,1024,double,False,A2,4
331,1,0.0,0.0,DEFAULT,1024,double,False,A2,4
332,2,0.0,0.0,DEFAULT,1024,double,False,A2,4
333,3,0.0,0.0,DEFAULT,1024,double,False,A2,4
334,4,0.0,0.0,DEFAULT,1024,double,False,A2,4
335,0,0.0,0.0,DEFAULT,1024,double,True,A2,4
336,1,0.0,0.0,DEFAULT,1024,double,True,A2,4
337,2,0.0,0.0,DEFAULT,1024,double,True,A2,4
338,3,0.0,0.0,DEFAULT,1024,double,True,A2,4
339,4,0.0,0.0,DEFAULT,1024,double,True,A2,4
340,0,0.0,0.0,DEFAULT,32768,double,False,A2,4
341,1,0.0,0.0,DEFAULT,32768,double,False,A2,4
342,2,0.0,0.0,DEFAULT,32768,double,False,A2,4
343,3,0.0,0.0,DEFAULT,32768,double,False,A2,4
344,4,0.0,0.0,DEFAULT,32768,double,False,A2,4
345,0,0.0,0.0,DEFAULT,32768,double,True,A2,4
346,1,0.0,0.0,DEFAULT,32768,double,True,A2,4
347,2,0.0,0.0,DEFAULT,32768,double,True,A2,4
348,3,0.0,0.0,DEFAULT,32768,double,True,A2,4
349,4,0.0,0.0,DEFAULT,32768,double,True,A2,4
350,0,0.0,0.0,DEFAULT,1048576,double,False,A2,4
351,1,0.0,0.0,DEFAULT,1048576,double,False,A2,4
352,2,0.0,0.0,DEFAULT,1048576,double,False,A2,4
353,3,0.0,0.0,DEFAULT,1048576,double,False,A2,4
354,4,0.0,0.0,DEFAULT,1048576,double,False,A2,4
355,0,0.0,0.0,DEFAULT,1048576,double,True,A2,4
356,1,0.0,0.0,DEFAULT,1048576,double,True,A2,4
357,2,0.0,0.0,DEFAULT,1048576,double,True,A2,4
358,3,0.0,0.0,DEFAULT,1048576,double,True,A2,4
359,4,0.0,0.0,DEFAULT,1048576,double,True,A2,4
360,0,0.0,0.0,DEFAULT,0,double,False,A2,8
361,1,0.0,0.0,DEFAULT,0,double,False,A2,8
362,2,0.0,0.0,DEFAULT,0,double,False,A2,8
363,3,0.0,0.0,DEFAULT,0,double,False,A2,8
364,4,0.0,0.0,DEFAULT,0,double,False,A2,8
365,0,0.0,0.0,DEFAULT,0,double,True,A2,8
366,1,0.0,0.0,DEFAULT,0,double,True,A2,8
367,2,0.0,0.0,DEFAULT,0,double,True,A2,8
368,3,0.0,0.0,DEFAULT,0,double,True,A2,8
369,4,0.0,0.0,DEFAULT,0,double,True,A2,8
370,0,0.0,0.0,DEFAULT,1024,double,False,A2,8
371,1,0.0,0.0,DEFAULT,1024,double,False,A2,8
372,2,0.0,0.0,DEFAULT,1024,double,False,A2,8
373,3,0.0,0.0,DEFAULT,1024,double,False,A2,8
374,4,0.0,0.0,DEFAULT,1024,double,False,A2,8
